pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,st_teff,sy_dist
Kepler-178 d,Kepler-178,Transit,2014.0,96.678988,3.95,14.8,5676.0,716.025
Kepler-44 b,Kepler-44,Transit,2011.0,3.2467293,12.22,317.82,5800.0,1188.0
Kepler-41 b,Kepler-41,Transit,2011.0,1.8555582,14.46,177.98,5750.0,1093.08
Kepler-450 d,Kepler-450,Transit,2015.0,7.51464,0.837,17.6,6197.21,455.982
POTS-1 b,POTS-1,Transit,2013.0,3.1606296,10.548,734.16,4400.0,747.959
Kepler-350 d,Kepler-350,Transit,2013.0,26.136,2.8,14.9,6492.3,956.859
Kepler-238 f,Kepler-238,Transit,2013.0,50.447,2.0,13.5,5800.0,1798.75
Kepler-287 c,Kepler-287,Transit,2014.0,44.851896,3.26,66.0,5806.0,835.86
Kepler-285 b,Kepler-285,Transit,2014.0,2.633867,1.34,2.36,5411.0,824.31
Kepler-181 b,Kepler-181,Transit,2014.0,3.137873,1.27,2.15,5333.0,609.283
Kepler-1398 c,Kepler-1398,Transit,2016.0,4.13827595,1.03,1.08,6126.0,852.204
RR Cae b,RR Cae,Eclipse Timing Variations,2012.0,4343.5,13.0,1334.886,3904.0,21.1916
WASP-24 b,WASP-24,Transit,2010.0,2.34121,15.46842,394.1092,6075.0,322.114
WASP-21 b,WASP-21,Transit,2010.0,4.322482,11.99,95.345,5800.0,258.426
LHS 3844 b,LHS 3844,Transit,2019.0,0.46292913,1.303,2.25,3036.0,14.8846
TOI-237 b,TOI-237,Transit,2020.0,5.436098,1.44,2.67,3212.0,38.0749
K2-237 b,K2-237,Transit,2018.0,2.18053332,16.06246934,434.15360396,6180.0,314.995
Kepler-284 b,Kepler-284,Transit,2014.0,12.699149,2.24,5.65,5615.0,1031.95
Kepler-654 b,Kepler-654,Transit,2016.0,13.72465129,2.07,4.94,5865.0,974.124
Kepler-199 c,Kepler-199,Transit,2014.0,67.093408,3.25,10.6,5644.0,521.054
Kepler-214 b,Kepler-214,Transit,2014.0,15.660544,2.61,7.32,6169.0,1208.44
Kepler-87 b,Kepler-87,Transit,2013.0,114.73635,13.49,324.2,5600.0,1232.9
Kepler-75 b,Kepler-75,Transit,2013.0,8.8849116,11.77,3209.9,5200.0,835.356
Kepler-74 b,Kepler-74,Transit,2013.0,7.340711,10.76,200.22,6000.0,1177.55
Kepler-145 c,Kepler-145,Transit,2013.0,42.882,4.32,79.4,6022.0,566.85
Kepler-328 b,Kepler-328,Transit,2013.0,34.921,2.3,28.5,6064.0,2213.19
Kepler-115 c,Kepler-115,Transit,2014.0,8.990889,2.6,7.27,5979.0,623.609
Kepler-341 c,Kepler-341,Transit,2014.0,8.01041,1.7,3.53,6012.0,1047.03
Kepler-225 b,Kepler-225,Transit,2014.0,6.738975,1.2,1.87,3682.0,561.101
Kepler-871 b,Kepler-871,Transit,2016.0,22.0459018,3.74,13.5,5993.0,1976.05
Kepler-56 c,Kepler-56,Transit,2012.0,21.40239,9.8,181.0,4840.0,912.994
XO-5 b,XO-5,Transit,2008.0,4.1877558,12.78,378.2,5430.0,276.211
Kepler-447 b,Kepler-447,Transit,2015.0,7.79430132,18.49,435.41,5493.0,268.041
Kepler-216 b,Kepler-216,Transit,2014.0,7.693641,2.35,6.12,6091.0,1187.47
Kepler-259 c,Kepler-259,Transit,2014.0,36.924931,2.7,7.75,5938.0,1002.14
Kepler-293 b,Kepler-293,Transit,2014.0,19.254196,3.07,9.64,5804.0,974.633
Kepler-291 b,Kepler-291,Transit,2014.0,3.546511,2.16,5.31,6002.0,1786.48
Kepler-242 c,Kepler-242,Transit,2014.0,14.496481,2.0,4.66,5020.0,600.241
Kepler-240 b,Kepler-240,Transit,2014.0,4.144495,1.37,2.45,4985.0,746.927
Kepler-56 b,Kepler-56,Transit,2012.0,10.5016,6.51,22.1,4840.0,912.994
WASP-16 b,WASP-16,Transit,2009.0,3.1186,13.67498,394.1092,5700.0,194.134
WASP-17 b,WASP-17,Transit,2009.0,3.73543,20.96083,247.9074,6550.0,405.908
WASP-18 b,WASP-18,Transit,2009.0,0.94145223,13.89913607,3241.8497514,6432.0,123.483
HAT-P-54 b,HAT-P-54,Transit,2015.0,3.799847,10.581296,241.5508,4390.0,143.651
Kepler-148 c,Kepler-148,Transit,2014.0,4.180043,3.6,12.6,5272.0,791.163
Kepler-179 b,Kepler-179,Transit,2014.0,2.735926,1.64,3.33,5302.0,605.68
Kepler-303 b,Kepler-303,Transit,2014.0,1.937055,0.89,0.64,3944.0,209.738
Kepler-260 b,Kepler-260,Transit,2014.0,8.187399,2.01,4.7,5250.0,627.365
Kepler-226 b,Kepler-226,Transit,2014.0,3.940997,1.55,24.0,5571.0,980.138
WASP-26 b,WASP-26,Transit,2010.0,2.7566,13.56289,270.1555,6034.0,252.759
WASP-33 b,WASP-33,Transit,2010.0,1.21987,17.855937,665.21819,7430.0,121.944
HATS-14 b,HATS-14,Transit,2015.0,2.7667641,11.646151,340.39593,5346.0,513.011
Kepler-165 c,Kepler-165,Transit,2014.0,15.31299,2.23,5.6,5211.0,560.885
Kepler-197 d,Kepler-197,Transit,2014.0,15.677563,1.22,1.98,6004.0,330.575
Kepler-125 b,Kepler-125,Transit,2014.0,4.164389,2.37,6.21,3810.0,183.365
Kepler-306 c,Kepler-306,Transit,2014.0,7.240193,2.35,6.12,4954.0,775.679
KOI-351 e,KOI-351,Transit,2013.0,91.93913,2.66,7.56,6080.0,848.254
KOI-351 c,KOI-351,Transit,2013.0,8.719375,1.19,1.81,6080.0,848.254
Kepler-222 c,Kepler-222,Transit,2014.0,10.08881,4.64,19.4,5433.0,758.854
Kepler-184 d,Kepler-184,Transit,2014.0,29.022358,2.49,6.76,5788.0,610.326
Kepler-309 b,Kepler-309,Transit,2014.0,5.923653,1.56,3.05,4713.0,544.568
Kepler-696 b,Kepler-696,Transit,2016.0,4.190425575,6.14,31.3,5903.0,1416.44
Kepler-11 f,Kepler-11,Transit,2010.0,46.6888,2.49,2.0,5663.0,646.346
Kepler-11 e,Kepler-11,Transit,2010.0,31.9996,4.19,8.0,5663.0,646.346
Kepler-11 g,Kepler-11,Transit,2010.0,118.3807,3.33,25.0,5663.0,646.346
Kepler-166 c,Kepler-166,Transit,2014.0,34.260281,2.38,6.26,5413.0,603.53
Kepler-275 b,Kepler-275,Transit,2014.0,10.300682,2.34,6.08,6165.0,2034.25
Kepler-1298 b,Kepler-1298,Transit,2016.0,7.12811928,1.31,2.27,6339.0,544.163
Kepler-11 c,Kepler-11,Transit,2010.0,13.0241,2.87,2.9,5663.0,646.346
WASP-57 b,WASP-57,Transit,2012.0,2.83891856,11.76945,204.68252,5600.0,398.276
HAT-P-50 b,HAT-P-50,Transit,2015.0,3.1220109,14.437192,429.0705,6280.0,515.458
HD 13908 b,HD 13908,Radial Velocity,2013.0,19.382,13.9,274.91,6255.0,79.5515
Kepler-108 b,Kepler-108,Transit,2014.0,49.183921,8.65,56.0,5854.0,338.732
Kepler-264 b,Kepler-264,Transit,2014.0,40.806231,3.33,11.1,6158.0,942.173
Kepler-279 b,Kepler-279,Transit,2014.0,12.309681,3.62,4180.93,6363.0,1037.4
Kepler-286 c,Kepler-286,Transit,2014.0,3.468095,1.37,2.45,5580.0,1226.85
GJ 667 C c,GJ 667 C,Radial Velocity,2013.0,28.14,1.77,3.8,3350.0,7.24396
HD 13908 c,HD 13908,Radial Velocity,2013.0,931.0,12.8,1630.4,6255.0,79.5515
HD 159243 b,HD 159243,Radial Velocity,2013.0,12.62,13.7,359.13,6123.0,73.3055
Kepler-261 b,Kepler-261,Transit,2014.0,10.381227,2.18,5.39,5098.0,317.499
HIP 57274 c,HIP 57274,Radial Velocity,2011.0,32.03,14.2,130.0,4640.0,25.8618
Kepler-292 d,Kepler-292,Transit,2014.0,7.055679,2.23,5.6,5299.0,1056.48
GJ 667 C f,GJ 667 C,Radial Velocity,2013.0,39.026,1.45,2.7,3350.0,7.24396
HD 73526 c,HD 73526,Radial Velocity,2005.0,379.1,13.3,715.09,5601.0,97.2396
Kepler-119 b,Kepler-119,Transit,2014.0,2.422082,3.6,12.6,5595.0,701.996
HD 220074 b,HD 220074,Radial Velocity,2012.0,672.09998,12.2,5288.6912,3787.0,324.54
Kepler-297 c,Kepler-297,Transit,2014.0,74.920137,6.54,42.1,5619.0,692.14
Kepler-343 b,Kepler-343,Transit,2014.0,8.96855,2.41,6.39,5807.0,927.193
Kepler-282 d,Kepler-282,Transit,2013.0,24.806,2.46,61.0,5656.0,1337.61
Kepler-158 b,Kepler-158,Transit,2014.0,16.709184,2.12,5.14,4623.0,315.177
Kepler-273 b,Kepler-273,Transit,2014.0,2.936532,1.5,2.86,5626.0,713.964
Kepler-677 b,Kepler-677,Transit,2016.0,6.57531678,5.38,25.0,5723.0,1954.08
Kepler-306 b,Kepler-306,Transit,2014.0,4.646186,1.52,2.92,4954.0,775.679
Kepler-267 d,Kepler-267,Transit,2014.0,28.464515,2.27,5.77,4258.0,264.993
DP Leo b,DP Leo,Eclipse Timing Variations,2009.0,10220.0,12.7,1995.88832,13500.0,305.684
HAT-P-19 b,HAT-P-19,Transit,2010.0,4.00878322,11.29865255,88.03846874,4962.0,202.078
HAT-P-34 b,HAT-P-34,Transit,2011.0,5.452654,13.417173,1058.3739,6442.0,249.325
WASP-11 b,WASP-11,Transit,2008.0,3.72247,12.44199,251.0857,4800.0,124.73
WASP-37 b,WASP-37,Transit,2010.0,3.577469,13.002,572.07,5800.0,392.791
WASP-90 b,WASP-90,Transit,2016.0,3.916243,18.27067,200.2329,6430.0,466.433
K2-26 b,K2-26,Transit,2016.0,14.5665,2.67,7.61,3785.0,99.0504
Kepler-276 c,Kepler-276,Transit,2013.0,31.884,2.9,16.6,5693.0,1144.86
Kepler-305 b,Kepler-305,Transit,2013.0,5.487,3.6,10.5,5080.0,868.477
Kepler-266 b,Kepler-266,Transit,2014.0,6.61833,2.48,6.71,5885.0,1370.79
Kepler-121 c,Kepler-121,Transit,2014.0,41.008011,2.27,5.77,5311.0,510.523
Kepler-338 d,Kepler-338,Transit,2014.0,44.431014,3.0,9.27,5923.0,552.798
WASP-52 b,WASP-52,Transit,2012.0,1.7497798,14.24,146.2,5000.0,174.818
WASP-75 b,WASP-75,Transit,2013.0,2.484193,14.235,340.06,6100.0,294.001
WASP-135 b,WASP-135,Transit,2015.0,1.4013794,14.5717,603.877,5675.0,298.214
HD 222237 b,HD 222237,Radial Velocity,2024.0,14892.0,12.8,1649.52943233,4751.0,11.4469
Kepler-126 d,Kepler-126,Transit,2014.0,100.283134,2.5,54.59018723,6239.0,237.401
Kepler-381 c,Kepler-381,Transit,2014.0,13.391635,1.12,1.46,6152.0,267.323
Kepler-249 d,Kepler-249,Transit,2014.0,15.368459,1.57,3.09,3568.0,190.401
Kepler-254 d,Kepler-254,Transit,2014.0,18.746477,2.5,6.8,5957.0,1389.48
SPECULOOS-3 b,SPECULOOS-3,Transit,2024.0,0.71912603,0.977,0.894,2800.0,
Kepler-363 d,Kepler-363,Transit,2014.0,11.932125,2.05,4.86,5593.0,762.596
Kepler-366 b,Kepler-366,Transit,2014.0,3.281959,1.46,2.73,6209.0,1856.28
Kepler-141 b,Kepler-141,Transit,2014.0,3.107675,0.69,0.257,4910.0,301.183
Kepler-142 d,Kepler-142,Transit,2014.0,41.809118,2.16,5.31,5790.0,548.686
Kepler-400 b,Kepler-400,Transit,2014.0,9.024389,1.65,3.36,5886.0,845.97
Kepler-204 c,Kepler-204,Transit,2014.0,25.660593,1.79,3.86,5812.0,686.723
WASP-41 c,WASP-41,Radial Velocity,2015.0,421.0,13.1,1010.6994,5545.0,163.371
Kepler-312 c,Kepler-312,Transit,2014.0,19.747412,3.15,10.1,6115.0,797.72
Kepler-286 d,Kepler-286,Transit,2014.0,5.914323,1.33,2.33,5580.0,1226.85
Kepler-91 b,Kepler-91,Transit,2013.0,6.24658,15.322703,257.4423,4550.0,1294.69
HR 8799 b,HR 8799,Imaging,2008.0,170000.0,13.0,2000.0,7204.58,41.2441
HR 8799 d,HR 8799,Imaging,2008.0,37000.0,13.0,3000.0,7204.58,41.2441
HR 8799 e,HR 8799,Imaging,2010.0,20815.6,13.11453,3178.3,7400.0,41.2441
TOI-4495 b,TOI-4495,Transit,2026.0,2.56699,2.483,7.7,6210.0,132.214
HD 176986 d,HD 176986,Radial Velocity,2026.0,61.376,2.49,6.76,4931.0,27.7843
Kepler-354 b,Kepler-354,Transit,2014.0,5.47666,1.84,4.04,4648.0,554.064
Kepler-368 b,Kepler-368,Transit,2014.0,26.84768,3.26,10.7,5502.0,770.978
Kepler-135 b,Kepler-135,Transit,2014.0,6.00253,1.81,3.93,6090.0,621.855
Kepler-383 b,Kepler-383,Transit,2014.0,12.904532,1.32,2.3,4710.0,470.0
HAT-P-66 b,HAT-P-66,Transit,2016.0,2.972086,17.82231,248.86089,6002.0,935.456
WASP-118 b,WASP-118,Transit,2016.0,4.0460435,16.14096,163.36462,6410.0,376.658
WASP-7 b,WASP-7,Transit,2008.0,4.9546416,14.90797,305.1168,6400.0,162.303
XO-4 b,XO-4,Transit,2010.0,4.12508,14.01125,451.3186,6397.0,272.655
KELT-2 A b,KELT-2 A,Transit,2012.0,4.11379,15.13215,540.311,6327.0,134.058
K2-30 b,K2-30,Transit,2016.0,4.098503,11.646151,184.02357,5425.0,333.042
WASP-101 b,WASP-101,Transit,2014.0,3.58572,16.02887,162.0933,6380.0,201.224
Kepler-104 c,Kepler-104,Transit,2014.0,23.668205,3.13,7.14430805,5711.0,400.785
Kepler-369 c,Kepler-369,Transit,2014.0,14.871572,1.41,2.57,3591.0,214.0
Kepler-371 b,Kepler-371,Transit,2014.0,34.763278,1.89,4.23,5666.0,813.192
Kepler-147 b,Kepler-147,Transit,2014.0,12.610584,1.53,2.96,6012.0,1042.02
Kepler-132 d,Kepler-132,Transit,2014.0,18.010199,1.55,3.02,6003.0,349.549
Kepler-208 c,Kepler-208,Transit,2014.0,7.466623,1.39,2.51,6092.0,775.328
Kepler-487 c,Kepler-487,Transit,2016.0,38.6519976,2.68,7.65,5444.0,872.343
Kepler-316 c,Kepler-316,Transit,2014.0,6.827766,1.16,1.65,4204.0,384.938
Kepler-313 b,Kepler-313,Transit,2014.0,14.970418,2.53,6.94,5727.0,1079.39524871
Kepler-372 c,Kepler-372,Transit,2014.0,20.053763,2.09,5.02,6509.0,1493.95
Kepler-373 b,Kepler-373,Transit,2014.0,5.535309,1.36,2.42,5787.0,1090.45
Kepler-151 c,Kepler-151,Transit,2014.0,24.674612,2.09,5.02,5460.0,649.919
Kepler-386 c,Kepler-386,Transit,2014.0,25.193458,1.58,3.12,5178.0,882.462
Kepler-215 c,Kepler-215,Transit,2014.0,14.667108,1.77,3.78,5739.0,485.997
Kepler-404 b,Kepler-404,Transit,2014.0,11.829851,1.27,2.15,5654.0,812.524
HD 3167 d,HD 3167,Radial Velocity,2017.0,8.4112,1.92,4.33,5261.0,47.2899
Kepler-317 b,Kepler-317,Transit,2014.0,5.524242,2.09,109.8,5497.0,940.584
Kepler-319 c,Kepler-319,Transit,2014.0,6.941357,2.63,7.41,5526.0,503.436
Kepler-375 c,Kepler-375,Transit,2014.0,19.986326,2.65,7.51,5826.0,1238.81
Kepler-356 c,Kepler-356,Transit,2014.0,13.121632,1.81,3.93,6133.0,707.559
Kepler-387 b,Kepler-387,Transit,2014.0,6.791636,1.03,1.08,5774.0,801.052
Kepler-388 b,Kepler-388,Transit,2014.0,3.173315,0.81,0.457,4498.0,425.0
Kepler-224 e,Kepler-224,Transit,2014.0,18.643577,1.97,4.54,5018.0,782.088
Kepler-226 d,Kepler-226,Transit,2014.0,8.109044,1.22,1.98,5571.0,980.138
Kepler-348 b,Kepler-348,Transit,2014.0,7.05677,1.52,2.92,6177.0,570.783
Kepler-338 b,Kepler-338,Transit,2014.0,13.726976,2.44,30.6,5923.0,552.798
Kepler-376 c,Kepler-376,Transit,2014.0,14.172327,1.79,3.86,5900.0,923.067
Kepler-377 c,Kepler-377,Transit,2014.0,27.014976,2.06,4.9,5949.0,823.804
Kepler-389 b,Kepler-389,Transit,2014.0,3.244107,1.51,2.89,5376.0,816.559
Kepler-118 b,Kepler-118,Transit,2014.0,7.518496,1.96,4.5,5274.0,574.228
Kepler-123 c,Kepler-123,Transit,2014.0,26.695074,1.48,2.79,6089.0,1021.66
Kepler-243 c,Kepler-243,Transit,2014.0,20.026218,1.99,4.62,5228.0,693.86
GJ 3470 b,GJ 3470,Radial Velocity,2012.0,3.3366496,4.57,13.9,3600.0,29.4214
Kepler-379 c,Kepler-379,Transit,2014.0,62.784697,2.29,5.86,6054.0,731.274
Kepler-112 c,Kepler-112,Transit,2014.0,28.574263,2.4,6.35,5544.0,513.206
Kepler-137 c,Kepler-137,Transit,2014.0,18.735753,1.88,4.19,5187.0,302.979
Kepler-390 b,Kepler-390,Transit,2014.0,6.738088,0.82,0.477,5166.0,435.277
HD 221420 b,HD 221420,Radial Velocity,2019.0,10090.0,12.0,7278.2705203,5847.0,31.1415
Kepler-351 c,Kepler-351,Transit,2014.0,57.24809,3.19,11.1,5643.0,1083.91
Kepler-327 b,Kepler-327,Transit,2014.0,2.549575,1.11,1.41,3799.0,241.987
Kepler-114 b,Kepler-114,Transit,2014.0,5.188549,1.26,1.09,4605.0,259.533
Kepler-358 c,Kepler-358,Transit,2014.0,83.488369,2.85,8.5,5908.0,1101.1
Kepler-169 c,Kepler-169,Transit,2014.0,6.195469,1.21,1.92,4997.0,406.529
Kepler-236 b,Kepler-236,Transit,2014.0,8.295611,1.57,3.09,3750.0,288.763
Kepler-141 c,Kepler-141,Transit,2014.0,7.010606,1.41,2.57,4910.0,301.183
Kepler-858 b,Kepler-858,Transit,2016.0,76.13602028,4.87,21.1,5653.0,298.532
Kepler-855 b,Kepler-855,Transit,2016.0,7.886631104,8.35,52.7,5835.0,1506.58
Kepler-321 c,Kepler-321,Transit,2014.0,13.093921,2.32,5.99,5740.0,384.542
Kepler-349 b,Kepler-349,Transit,2014.0,5.929778,1.9,94.5,5956.0,940.724
Kepler-353 c,Kepler-353,Transit,2014.0,8.410894,1.38,2.48,3903.0,384.694
Kepler-359 c,Kepler-359,Transit,2014.0,57.68802,4.3,2.9,6248.0,1443.21
Kepler-173 b,Kepler-173,Transit,2014.0,4.263742,1.29,2.21,6031.0,833.165
K2-29 b,K2-29,Transit,2016.0,3.2588321,13.33871,232.0159,5358.0,178.475
Kepler-180 b,Kepler-180,Transit,2014.0,13.817124,1.5,2.86,5731.0,695.65
Kepler-244 d,Kepler-244,Transit,2014.0,20.050401,2.31,15.2,5554.0,1036.49
Kepler-254 c,Kepler-254,Transit,2014.0,12.412183,2.15,3.2,5957.0,1389.48
WASP-92 b,WASP-92,Transit,2016.0,2.1746742,16.376349,255.85315,6280.0,575.889
HD 108202 b,HD 108202,Radial Velocity,2023.0,2990.0,13.1,953.485221,4556.03,38.6846
Kepler-330 c,Kepler-330,Transit,2014.0,15.955387,1.95,4.46,5117.0,717.527
Kepler-1243 b,Kepler-1243,Transit,2016.0,16.8320729,1.75,3.71,5667.0,758.17
Kepler-360 b,Kepler-360,Transit,2014.0,3.289672,1.65,3.36,6053.0,876.044
Kepler-49 e,Kepler-49,Transit,2014.0,18.596108,1.56,1.03815,4252.0,311.222
Kepler-140 b,Kepler-140,Transit,2014.0,3.25427,1.61,3.22,6077.0,583.859
Kepler-122 d,Kepler-122,Transit,2014.0,21.587475,2.2,5.48,6050.0,1027.45
HD 27894 c,HD 27894,Radial Velocity,2017.0,36.07,8.24,51.48846,4875.0,43.8214
Kepler-268 c,Kepler-268,Transit,2014.0,83.446393,3.38,11.4,6081.0,851.87
Kepler-171 c,Kepler-171,Transit,2014.0,11.463462,2.56,7.08,5642.0,863.855
Kepler-133 c,Kepler-133,Transit,2014.0,31.517586,2.84,8.45,5736.0,653.6
Kepler-185 b,Kepler-185,Transit,2014.0,1.6329,1.17,1.71,5208.0,466.735
HD 68988 c,HD 68988,Radial Velocity,2021.0,16000.0,12.2,4776.96095721,5883.41,60.8447
Kepler-346 b,Kepler-346,Transit,2014.0,6.511127,2.66,7.56,6033.0,984.105
Kepler-720 b,Kepler-720,Transit,2016.0,4.708326542,8.41,53.4,5618.0,1065.37
Kepler-1241 b,Kepler-1241,Transit,2016.0,18.5525701,2.63,7.41,5261.0,968.722
Kepler-495 b,Kepler-495,Transit,2016.0,3.413036221,5.23,23.8,5346.0,658.924
Kepler-281 b,Kepler-281,Transit,2014.0,14.646008,2.82,324.0,5723.0,1745.45
Kepler-288 b,Kepler-288,Transit,2014.0,6.097326,1.67,3.43,5918.0,1194.15
Kepler-394 b,Kepler-394,Transit,2014.0,8.005013,1.6,3.19,6402.0,1058.72
Kepler-189 b,Kepler-189,Transit,2014.0,10.399931,1.21,1.92,5235.0,591.534
HD 168443 b,HD 168443,Radial Velocity,1998.0,58.11187,12.6,2424.3950886,5491.0,39.6245
Kepler-148 b,Kepler-148,Transit,2014.0,1.729366,1.8,3.89,5272.0,791.163
Kepler-178 c,Kepler-178,Transit,2014.0,20.552802,2.88,8.65,5676.0,716.025
Kepler-953 c,Kepler-953,Transit,2016.0,9.10967112,1.19,1.81,5416.0,258.893
Kepler-342 b,Kepler-342,Transit,2014.0,15.170318,2.25,5.69,6175.0,781.611
Kepler-334 c,Kepler-334,Transit,2014.0,12.758005,1.43,2.63,5828.0,426.59
Kepler-291 c,Kepler-291,Transit,2014.0,5.700786,1.88,4.19,6002.0,1786.48
Kepler-298 c,Kepler-298,Transit,2014.0,22.92881,1.93,4.38,4465.0,518.204
Kepler-190 c,Kepler-190,Transit,2014.0,3.763024,1.46,2.73,5106.0,433.387
Kepler-191 c,Kepler-191,Transit,2014.0,17.738506,1.86,4.12,5282.0,594.464
BD-08 2823 c,BD-08 2823,Radial Velocity,2009.0,237.6,12.5,104.0,4746.0,41.3342
HD 10180 f,HD 10180,Radial Velocity,2010.0,122.744,5.24,23.9,5911.0,38.9607
Kepler-207 c,Kepler-207,Transit,2014.0,3.071571,1.5,2.86,5920.0,875.519
Kepler-224 b,Kepler-224,Transit,2014.0,3.132924,1.39,2.51,5018.0,782.088
HD 16905 b,HD 16905,Radial Velocity,2022.0,10256.0,12.4,3591.4609991,4866.12,39.7401
Kepler-337 c,Kepler-337,Transit,2014.0,9.693201,2.05,4.86,5684.0,677.975
Kepler-299 d,Kepler-299,Transit,2014.0,15.054786,1.86,4.12,5617.0,1052.24
Kepler-953 b,Kepler-953,Transit,2016.0,88.40655258,4.21,16.5,5416.0,258.893
Kepler-303 c,Kepler-303,Transit,2014.0,7.061149,1.14,1.55,3944.0,209.738
Kepler-137 b,Kepler-137,Transit,2014.0,8.436387,1.47,2.76,5187.0,302.979
HD 187123 c,HD 187123,Radial Velocity,2008.0,3810.0,13.2,912.16752809,5790.0,45.9548
Kepler-228 b,Kepler-228,Transit,2014.0,2.566546,1.53,2.96,6043.0,1644.61
Kepler-238 c,Kepler-238,Transit,2014.0,6.155557,2.39,152.522,5751.0,1798.75
HD 62364 c,HD 62364,Radial Velocity,2022.0,74839.94555,12.0,7923.46218651,6255.0,53.112
Kepler-324 c,Kepler-324,Transit,2014.0,51.805612,3.15,6.2,5194.0,501.574
Kepler-188 b,Kepler-188,Transit,2014.0,2.061897,1.68,3.46,6021.0,968.544
Kepler-126 b,Kepler-126,Transit,2014.0,10.495711,1.52,4.11726105,6239.0,237.401
GJ 1214 b,GJ 1214,Transit,2009.0,1.580404531,2.733,8.41,3101.0,14.6427
Kepler-136 c,Kepler-136,Transit,2014.0,16.399235,1.99,4.62,6165.0,420.818
Kepler-198 c,Kepler-198,Transit,2014.0,49.567416,2.47,6.66,5574.0,495.358
Kepler-398 b,Kepler-398,Transit,2014.0,4.081423,0.93,0.749,4493.0,177.355
Kepler-244 c,Kepler-244,Transit,2014.0,9.767292,2.05,4.86,5554.0,1036.49
Kepler-247 b,Kepler-247,Transit,2014.0,3.33616,1.64,3.33,5100.0,663.711
BD-210397 b,BD-210397,Radial Velocity,2023.0,1891.0,14.0,214.0,4051.0,23.7324
Kepler-301 d,Kepler-301,Transit,2014.0,13.751243,1.75,3.71,5815.0,719.166
Kepler-301 c,Kepler-301,Transit,2014.0,5.419026,1.35,2.39,5815.0,719.166
Kepler-342 d,Kepler-342,Transit,2014.0,39.459357,2.49,6.76,6175.0,781.611
Kepler-191 b,Kepler-191,Transit,2014.0,9.939632,1.34,2.36,5282.0,594.464
Kepler-194 d,Kepler-194,Transit,2014.0,52.814973,2.4,6.35,6089.0,1097.97
Kepler-208 e,Kepler-208,Transit,2014.0,16.259458,1.48,2.79,6092.0,775.328
Kepler-344 c,Kepler-344,Transit,2014.0,125.596809,2.95,9.01,5774.0,1002.94
Kepler-304 d,Kepler-304,Transit,2014.0,9.653471,2.75,8.0,4731.0,434.684
Kepler-304 c,Kepler-304,Transit,2014.0,5.315946,2.17,5.35,4731.0,434.684
Kepler-81 d,Kepler-81,Transit,2014.0,20.837846,1.21,1.92,4500.0,348.291
Kepler-197 e,Kepler-197,Transit,2014.0,25.209715,0.91,0.693,6004.0,330.575
Kepler-200 c,Kepler-200,Transit,2014.0,10.222157,1.59,3.15,5678.0,665.912
Kepler-346 c,Kepler-346,Transit,2014.0,23.851549,3.07,9.64,6033.0,984.105
Kepler-350 b,Kepler-350,Transit,2014.0,11.189562,1.85,16.9,6186.0,956.859
Kepler-306 e,Kepler-306,Transit,2014.0,44.840975,2.27,5.77,4954.0,775.679
Kepler-84 e,Kepler-84,Transit,2014.0,27.434389,2.6,7.27,6031.0,1023.9
Kepler-265 e,Kepler-265,Transit,2014.0,67.831024,2.59,7.22,5835.0,1280.25
Kepler-217 c,Kepler-217,Transit,2014.0,8.586004,1.85,4.08,6171.0,1104.64
Kepler-220 d,Kepler-220,Transit,2014.0,28.122397,0.98,0.904,4632.0,171.109
Kepler-351 b,Kepler-351,Transit,2014.0,37.054919,3.06,4.8,5643.0,1083.91
Kepler-352 b,Kepler-352,Transit,2014.0,10.05537,0.86,0.566,5212.0,252.733
Kepler-84 d,Kepler-84,Transit,2014.0,4.224537,1.38,2.48,6031.0,1023.9
Kepler-310 d,Kepler-310,Transit,2014.0,92.876125,2.47,7.0,5797.0,602.268
Kepler-282 b,Kepler-282,Transit,2014.0,9.220524,1.01,1.01,5602.0,1337.61
Kepler-282 c,Kepler-282,Transit,2014.0,13.638723,1.2,1.87,5602.0,1337.61
Kepler-220 e,Kepler-220,Transit,2014.0,45.902733,1.33,2.33,4632.0,171.109
Kepler-154 c,Kepler-154,Transit,2014.0,62.303276,2.95,9.01,5690.0,915.212
Kepler-353 b,Kepler-353,Transit,2014.0,5.795278,0.89,0.64,3903.0,384.694
Kepler-85 e,Kepler-85,Transit,2014.0,25.216751,1.27,0.6,5436.0,765.025
Kepler-55 e,Kepler-55,Transit,2014.0,4.617534,1.55,3.02,4503.0,578.796
Kepler-310 b,Kepler-310,Transit,2014.0,13.930698,1.19,1.81,5797.0,602.268
Kepler-286 e,Kepler-286,Transit,2014.0,29.221289,1.77,3.78,5580.0,1226.85
Kepler-368 c,Kepler-368,Transit,2014.0,72.379334,3.88,14.3,5502.0,770.978
Kepler-356 b,Kepler-356,Transit,2014.0,4.612696,1.57,3.09,6133.0,707.559
Kepler-354 d,Kepler-354,Transit,2014.0,24.209842,1.24,2.07,4648.0,554.064
Kepler-313 c,Kepler-313,Transit,2014.0,32.273273,2.57,7.13,5727.0,1079.39524871
Kepler-142 b,Kepler-142,Transit,2014.0,2.024152,1.99,4.62,5790.0,548.686
Kepler-506 b,Kepler-506,Transit,2016.0,6.8834055,2.73,7.9,6236.0,228.439
